year,sowing_date,cultivar,planting_period,rep,heading_days,harvest_date,inc,dhs,tgw,ph,yield,heading_date
2016,2016-03-11 00:00:00 UTC,BRS264,3,3,40,78,41,50,17.86,67.9,886,2016-04-20 00:00:00 UTC
2016,2016-03-11 00:00:00 UTC,BRS 404,3,3,49,88,31,45,34.5,78.5,1599,2016-04-29 00:00:00 UTC
2017,2017-03-13 00:00:00 UTC,BRILHANTE,3,3,47,92,39,65,33.45,74.56,1333.87,2017-04-29 00:00:00 UTC
2017,2017-03-13 00:00:00 UTC,BRS264,3,3,40,87,33,40,33.54,77.65,1177.65,2017-04-22 00:00:00 UTC
2017,2017-03-13 00:00:00 UTC,BRS 404,3,3,45,90,17,45,35.75,76.85,1625.5,2017-04-27 00:00:00 UTC
2018,2018-03-12 00:00:00 UTC,BRILHANTE,3,3,43,80,41,45,35.07,74.3,1285,2018-04-24 00:00:00 UTC
2018,2018-03-12 00:00:00 UTC,BRS264,3,3,33,75,30,60,35.28,77.5,1550,2018-04-14 00:00:00 UTC
2018,2018-03-12 00:00:00 UTC,BRS 404,3,3,37,77,19,60,37.09,77,1655,2018-04-18 00:00:00 UTC
2019,2019-03-08 00:00:00 UTC,SINTONIA,3,3,43,80,99,100,15.22,57.5,24.4,2019-04-20 00:00:00 UTC
2019,2019-03-08 00:00:00 UTC,BRS264,3,3,33,75,99,100,14.39,59.8,46.88,2019-04-10 00:00:00 UTC
2019,2019-03-08 00:00:00 UTC,BRS 404,3,3,37,77,99,100,13.85,58.3,98.54,2019-04-14 00:00:00 UTC
2013,2013-03-04 00:00:00 UTC,BRS264,3,4,36,82,51,60,31.255,72.8,363,2013-04-09 00:00:00 UTC
2013,2013-03-04 00:00:00 UTC,BRILHANTE,3,4,44,92,24,50,18.9952,72.3,367,2013-04-17 00:00:00 UTC
2014,2014-03-10 00:00:00 UTC,BRS264,3,4,38,78,81,50,20.5,64.11914894,561.0666667,2014-04-17 00:00:00 UTC
2014,2014-03-10 00:00:00 UTC,PF080492,3,4,47,99,70,55,30.1,73.8,785,2014-04-26 00:00:00 UTC
2014,2014-03-10 00:00:00 UTC,BRILHANTE,3,4,45,99,64,50,28.6,74.2,888,2014-04-24 00:00:00 UTC
2015,2015-03-13 00:00:00 UTC,BRS264,3,4,41,79,75,50,25.8,67.8,726,2015-04-23 00:00:00 UTC
2015,2015-03-13 00:00:00 UTC,BRS 404,3,4,50,85,66,55,31.6,73.2,635,2015-05-02 00:00:00 UTC
2015,2015-03-13 00:00:00 UTC,BRILHANTE,3,4,55,90,65,65,30.66,70.8,559,2015-05-07 00:00:00 UTC
2016,2016-03-11 00:00:00 UTC,BRS264,3,4,40,78,47,45,25.32,75.3,1142,2016-04-20 00:00:00 UTC
2016,2016-03-11 00:00:00 UTC,BRILHANTE,3,4,51,87,33,40,34.1,77.9,1190,2016-05-01 00:00:00 UTC
2016,2016-03-11 00:00:00 UTC,BRS 404,3,4,49,88,20,50,36.42,78.9,1786,2016-04-29 00:00:00 UTC
2017,2017-03-13 00:00:00 UTC,BRS264,3,4,40,87,36,60,31.86,79.5,1965.25,2017-04-22 00:00:00 UTC
2017,2017-03-13 00:00:00 UTC,BRILHANTE,3,4,47,92,28,35,32.68,77.68,1358.46,2017-04-29 00:00:00 UTC
2017,2017-03-13 00:00:00 UTC,BRS 404,3,4,45,90,23,30,32.51,78.35,1625.35,2017-04-27 00:00:00 UTC
2018,2018-03-12 00:00:00 UTC,BRS264,3,4,33,75,32,70,36.13,76.3,1604,2018-04-14 00:00:00 UTC
2018,2018-03-12 00:00:00 UTC,BRILHANTE,3,4,43,80,29,50,36.33,76.3,1425,2018-04-24 00:00:00 UTC
2018,2018-03-12 00:00:00 UTC,BRS 404,3,4,37,77,23,50,36.28,76.8,1708,2018-04-18 00:00:00 UTC
2019,2019-03-08 00:00:00 UTC,BRS264,3,4,33,75,99,100,15.95,60.3,45.84,2019-04-10 00:00:00 UTC
2019,2019-03-08 00:00:00 UTC,SINTONIA,3,4,43,80,97,100,17.52,58.2,54.32,2019-04-20 00:00:00 UTC
2019,2019-03-08 00:00:00 UTC,BRS 404,3,4,37,77,95,100,18.91,57.6,91.2,2019-04-14 00:00:00 UTC
2013,2013-03-11 00:00:00 UTC,BRS264,4,1,38,86,42,70,23.8015,67.8,406,2013-04-18 00:00:00 UTC
2013,2013-03-11 00:00:00 UTC,BRILHANTE,4,1,46,93,15,50,29.7025,74.8,975,2013-04-26 00:00:00 UTC
2014,2014-03-17 00:00:00 UTC,BRILHANTE,4,1,47,99,44,50,37.5,77.8,1130,2014-05-03 00:00:00 UTC
2014,2014-03-17 00:00:00 UTC,BRS264,4,1,40,85,32,55,36.2,78.6,1025,2014-04-26 00:00:00 UTC
2014,2014-03-17 00:00:00 UTC,PF080492,4,1,47,99,24,50,38.2,78.6,1197,2014-05-03 00:00:00 UTC
2015,2015-03-20 00:00:00 UTC,BRS264,4,1,41,88,66,65,32.4,74.4,883,2015-04-30 00:00:00 UTC
2015,2015-03-20 00:00:00 UTC,BRS 404,4,1,50,92,49,55,32.6,74.5,666,2015-05-09 00:00:00 UTC
2015,2015-03-20 00:00:00 UTC,BRILHANTE,4,1,55,97,45,55,32.5,73.5,883,2015-05-14 00:00:00 UTC
2016,2016-03-18 00:00:00 UTC,BRS264,4,1,40,87,35,45,37.82,80.3,1867,2016-04-27 00:00:00 UTC
2016,2016-03-18 00:00:00 UTC,BRILHANTE,4,1,53,95,25,50,36.31,79.3,1850,2016-05-10 00:00:00 UTC
2016,2016-03-18 00:00:00 UTC,BRS 404,4,1,49,92,18,50,40.09,80.6,2365,2016-05-06 00:00:00 UTC
2017,2017-03-20 00:00:00 UTC,BRILHANTE,4,1,47,95,27,50,36.52,78.35,1879.35,2017-05-06 00:00:00 UTC
2017,2017-03-20 00:00:00 UTC,BRS264,4,1,42,90,16,40,37.85,77.32,2158.34,2017-05-01 00:00:00 UTC
2017,2017-03-20 00:00:00 UTC,BRS 404,4,1,46,95,10,45,39.65,80.06,1889.37,2017-05-05 00:00:00 UTC
2018,2018-03-19 00:00:00 UTC,BRS264,4,1,34,75,17,60,35.65,78.8,1879,2018-04-22 00:00:00 UTC
2018,2018-03-19 00:00:00 UTC,BRILHANTE,4,1,45,81,14,55,35.89,78.6,1658,2018-05-03 00:00:00 UTC
2018,2018-03-19 00:00:00 UTC,BRS 404,4,1,39,80,13,65,38.98,78.6,1887,2018-04-27 00:00:00 UTC
2019,2019-03-15 00:00:00 UTC,SINTONIA,4,1,45,81,99,100,13.67,58.3,27.36,2019-04-29 00:00:00 UTC
2019,2019-03-15 00:00:00 UTC,BRS264,4,1,34,75,98,100,16.16,60.2,65.92,2019-04-18 00:00:00 UTC
2019,2019-03-15 00:00:00 UTC,BRS 404,4,1,39,80,92,90,13.88,62.5,152.36,2019-04-23 00:00:00 UTC
2013,2013-03-11 00:00:00 UTC,BRS264,4,2,38,86,44,55,20.3687,61.4,539,2013-04-18 00:00:00 UTC
2013,2013-03-11 00:00:00 UTC,BRILHANTE,4,2,46,93,26,50,30.5587,75.6,871,2013-04-26 00:00:00 UTC
2014,2014-03-17 00:00:00 UTC,BRILHANTE,4,2,47,99,47,45,35.6,78.2,1231,2014-05-03 00:00:00 UTC
2014,2014-03-17 00:00:00 UTC,PF080492,4,2,47,99,38,50,37.9,78.3,1752,2014-05-03 00:00:00 UTC
2014,2014-03-17 00:00:00 UTC,BRS264,4,2,40,85,37,55,37.8,77.4,1182,2014-04-26 00:00:00 UTC
2015,2015-03-20 00:00:00 UTC,BRS264,4,2,41,88,56,50,24.3,65.3,986,2015-04-30 00:00:00 UTC
2015,2015-03-20 00:00:00 UTC,BRS 404,4,2,50,92,51,70,33.5,75.6,954,2015-05-09 00:00:00 UTC
2015,2015-03-20 00:00:00 UTC,BRILHANTE,4,2,55,97,39,45,33,73.8,725,2015-05-14 00:00:00 UTC
2016,2016-03-18 00:00:00 UTC,BRILHANTE,4,2,53,95,31,50,36.82,78.2,1765,2016-05-10 00:00:00 UTC
2016,2016-03-18 00:00:00 UTC,BRS264,4,2,40,87,27,40,39.82,78.6,2103,2016-04-27 00:00:00 UTC
2016,2016-03-18 00:00:00 UTC,BRS 404,4,2,49,92,15,45,41.18,79.6,2654,2016-05-06 00:00:00 UTC
2017,2017-03-20 00:00:00 UTC,BRS264,4,2,42,90,25,40,39.85,78.32,2223.45,2017-05-01 00:00:00 UTC
2017,2017-03-20 00:00:00 UTC,BRILHANTE,4,2,47,95,21,40,37,77.68,1689.35,2017-05-06 00:00:00 UTC
2017,2017-03-20 00:00:00 UTC,BRS 404,4,2,46,95,8,50,38.64,77.65,2135.28,2017-05-05 00:00:00 UTC
2018,2018-03-19 00:00:00 UTC,BRILHANTE,4,2,45,81,17,65,36.45,77.8,1852,2018-05-03 00:00:00 UTC
2018,2018-03-19 00:00:00 UTC,BRS264,4,2,34,75,12,50,37.69,77.8,1905,2018-04-22 00:00:00 UTC
2018,2018-03-19 00:00:00 UTC,BRS 404,4,2,39,80,10,45,39.13,78.2,2135,2018-04-27 00:00:00 UTC
2019,2019-03-15 00:00:00 UTC,SINTONIA,4,2,45,81,99,100,14.83,61.5,12.8,2019-04-29 00:00:00 UTC
2019,2019-03-15 00:00:00 UTC,BRS264,4,2,34,75,99,100,13.08,61.3,14.96,2019-04-18 00:00:00 UTC
2019,2019-03-15 00:00:00 UTC,BRS 404,4,2,39,80,98,100,19.31,60.8,188.56,2019-04-23 00:00:00 UTC
2013,2013-03-11 00:00:00 UTC,BRS264,4,3,38,86,40,60,22.586,67.5,376,2013-04-18 00:00:00 UTC
2013,2013-03-11 00:00:00 UTC,BRILHANTE,4,3,46,93,17,45,31.668,75,1072,2013-04-26 00:00:00 UTC
2014,2014-03-17 00:00:00 UTC,BRILHANTE,4,3,47,99,42,45,36,78.6,1140,2014-05-03 00:00:00 UTC
2014,2014-03-17 00:00:00 UTC,BRS264,4,3,40,85,33,50,37.2,76.5,1190,2014-04-26 00:00:00 UTC
2014,2014-03-17 00:00:00 UTC,PF080492,4,3,47,99,20,45,37.6,77.8,1536,2014-05-03 00:00:00 UTC
2015,2015-03-20 00:00:00 UTC,BRS264,4,3,41,88,53,55,29.8,70.5,659,2015-04-30 00:00:00 UTC
2015,2015-03-20 00:00:00 UTC,BRS 404,4,3,50,92,53,50,28.5,74.2,988,2015-05-09 00:00:00 UTC
2015,2015-03-20 00:00:00 UTC,BRILHANTE,4,3,55,97,38,65,31,70.6,786,2015-05-14 00:00:00 UTC
2016,2016-03-18 00:00:00 UTC,BRILHANTE,4,3,53,95,29,45,36.2,79.5,1560,2016-05-10 00:00:00 UTC
2016,2016-03-18 00:00:00 UTC,BRS264,4,3,40,87,20,40,38.61,80.2,2324,2016-04-27 00:00:00 UTC
2016,2016-03-18 00:00:00 UTC,BRS 404,4,3,49,92,20,40,40.78,77.8,2452,2016-05-06 00:00:00 UTC
2017,2017-03-20 00:00:00 UTC,BRILHANTE,4,3,47,95,17,60,36.98,77.35,1689.78,2017-05-06 00:00:00 UTC
2017,2017-03-20 00:00:00 UTC,BRS264,4,3,42,90,14,35,38.04,79.35,1987.35,2017-05-01 00:00:00 UTC
2017,2017-03-20 00:00:00 UTC,BRS 404,4,3,46,95,6,40,39.44,79.35,2237.4,2017-05-05 00:00:00 UTC
2018,2018-03-19 00:00:00 UTC,BRS264,4,3,34,75,15,45,38.04,78.3,2045,2018-04-22 00:00:00 UTC
2018,2018-03-19 00:00:00 UTC,BRILHANTE,4,3,45,81,12,40,36.78,78.6,1653,2018-05-03 00:00:00 UTC
2018,2018-03-19 00:00:00 UTC,BRS 404,4,3,39,80,9,45,40.32,78.3,1987,2018-04-27 00:00:00 UTC
2019,2019-03-15 00:00:00 UTC,BRS 404,4,3,39,80,99,100,13.89,61.4,165.88,2019-04-23 00:00:00 UTC
2019,2019-03-15 00:00:00 UTC,SINTONIA,4,3,45,81,97,100,14.77,62.3,80.48,2019-04-29 00:00:00 UTC
2019,2019-03-15 00:00:00 UTC,BRS264,4,3,34,75,95,95,15.69,60.3,89.2,2019-04-18 00:00:00 UTC
2013,2013-03-11 00:00:00 UTC,BRS264,4,4,38,86,38,70,19.6887,61.2,495,2013-04-18 00:00:00 UTC
2013,2013-03-11 00:00:00 UTC,BRILHANTE,4,4,46,93,14,60,29.8025,74.3,751,2013-04-26 00:00:00 UTC
2014,2014-03-17 00:00:00 UTC,BRILHANTE,4,4,47,99,38,50,37.2,77.9,1198,2014-05-03 00:00:00 UTC
2014,2014-03-17 00:00:00 UTC,BRS264,4,4,40,85,34,50,37.8,77.9,1183,2014-04-26 00:00:00 UTC
2014,2014-03-17 00:00:00 UTC,PF080492,4,4,47,99,28,45,37.6,77.3,1452,2014-05-03 00:00:00 UTC
2015,2015-03-20 00:00:00 UTC,BRS264,4,4,41,88,62,45,31.5,70.4,654,2015-04-30 00:00:00 UTC
2015,2015-03-20 00:00:00 UTC,BRILHANTE,4,4,55,97,41,40,31.4,75.3,727,2015-05-14 00:00:00 UTC
2015,2015-03-20 00:00:00 UTC,BRS 404,4,4,50,92,40,45,31.4,75.3,897,2015-05-09 00:00:00 UTC
2016,2016-03-18 00:00:00 UTC,BRS264,4,4,40,87,36,35,38.19,81.4,2220,2016-04-27 00:00:00 UTC
2016,2016-03-18 00:00:00 UTC,BRILHANTE,4,4,53,95,22,55,38.93,79.4,1843,2016-05-10 00:00:00 UTC
2016,2016-03-18 00:00:00 UTC,BRS 404,4,4,49,92,13,40,40.75,78.6,2874,2016-05-06 00:00:00 UTC
2017,2017-03-20 00:00:00 UTC,BRILHANTE,4,4,47,95,18,25,37.52,76.54,1904.65,2017-05-06 00:00:00 UTC
2017,2017-03-20 00:00:00 UTC,BRS264,4,4,42,90,17,40,37.68,78.35,1896.38,2017-05-01 00:00:00 UTC
2017,2017-03-20 00:00:00 UTC,BRS 404,4,4,46,95,4,30,40.25,78.64,2005.98,2017-05-05 00:00:00 UTC
2018,2018-03-19 00:00:00 UTC,BRS264,4,4,34,75,19,40,36.18,78.6,1875,2018-04-22 00:00:00 UTC
2018,2018-03-19 00:00:00 UTC,BRILHANTE,4,4,45,81,14,55,37.23,77.6,1458,2018-05-03 00:00:00 UTC
2018,2018-03-19 00:00:00 UTC,BRS 404,4,4,39,80,7,50,38.87,79.2,2114,2018-04-27 00:00:00 UTC
2019,2019-03-15 00:00:00 UTC,BRS 404,4,4,39,80,98,100,16.22,59.4,155.43,2019-04-23 00:00:00 UTC
2019,2019-03-15 00:00:00 UTC,BRS264,4,4,34,75,94,95,18.21,61.3,82,2019-04-18 00:00:00 UTC
2019,2019-03-15 00:00:00 UTC,SINTONIA,4,4,45,81,93,95,18.32,62.5,79.12,2019-04-29 00:00:00 UTC
2013,2013-03-18 00:00:00 UTC,BRS264,5,1,40,89,26,60,21.3098,63.2,738,2013-04-27 00:00:00 UTC
2013,2013-03-18 00:00:00 UTC,BRILHANTE,5,1,47,94,22,45,27.2655,76.2,1209,2013-05-04 00:00:00 UTC
2014,2014-03-24 00:00:00 UTC,BRILHANTE,5,1,47,106,20,45,37.4,78.646,1526,2014-05-10 00:00:00 UTC
2014,2014-03-24 00:00:00 UTC,PF080492,5,1,47,99,20,45,37.6,77.8,1358,2014-05-10 00:00:00 UTC
2014,2014-03-24 00:00:00 UTC,BRS264,5,1,41,85,8,45,38,78.1,1931.066667,2014-05-04 00:00:00 UTC
2015,2015-03-27 00:00:00 UTC,BRS264,5,1,43,90,57,55,34.8,77.1,1066,2015-05-09 00:00:00 UTC
2015,2015-03-27 00:00:00 UTC,BRS 404,5,1,53,92,28,45,36.7,77,1341,2015-05-19 00:00:00 UTC
2015,2015-03-27 00:00:00 UTC,BRILHANTE,5,1,56,97,22,55,35.4,77.9,1089,2015-05-22 00:00:00 UTC
2016,2016-03-25 00:00:00 UTC,BRILHANTE,5,1,52,96,25,40,39.12,81.2,1896,2016-05-16 00:00:00 UTC
2016,2016-03-25 00:00:00 UTC,BRS264,5,1,41,90,24,25,41.28,81.7,2446,2016-05-05 00:00:00 UTC
2016,2016-03-25 00:00:00 UTC,BRS 404,5,1,51,93,11,30,42.28,80.3,3125,2016-05-15 00:00:00 UTC
2017,2017-03-27 00:00:00 UTC,BRILHANTE,5,1,47,98,3,35,38.65,80.35,2088.97,2017-05-13 00:00:00 UTC
2017,2017-03-27 00:00:00 UTC,BRS264,5,1,41,90,3,35,41.32,80.65,2147.8,2017-05-07 00:00:00 UTC
2017,2017-03-27 00:00:00 UTC,BRS 404,5,1,47,97,2,50,41.25,82.45,2456.35,2017-05-13 00:00:00 UTC
2018,2018-03-26 00:00:00 UTC,BRS264,5,1,37,76,9,65,39.35,78.4,1970,2018-05-02 00:00:00 UTC
2018,2018-03-26 00:00:00 UTC,BRILHANTE,5,1,46,82,8,50,39.08,78.3,1786,2018-05-11 00:00:00 UTC
2018,2018-03-26 00:00:00 UTC,BRS 404,5,1,43,80,5,45,41.55,80.2,2158,2018-05-08 00:00:00 UTC
2019,2019-03-22 00:00:00 UTC,SINTONIA,5,1,46,82,99,100,12.05,58.3,14.16,2019-05-07 00:00:00 UTC
2019,2019-03-22 00:00:00 UTC,BRS264,5,1,37,76,99,100,14.23,60.3,174.24,2019-04-28 00:00:00 UTC
2019,2019-03-22 00:00:00 UTC,BRS 404,5,1,43,80,85,90,15.86,64.3,288.66,2019-05-04 00:00:00 UTC
2013,2013-03-18 00:00:00 UTC,BRS264,5,2,40,89,28,40,20.6622,63,850,2013-04-27 00:00:00 UTC
2013,2013-03-18 00:00:00 UTC,BRILHANTE,5,2,47,94,14,30,28.2446,74.6,1111,2013-05-04 00:00:00 UTC
2014,2014-03-24 00:00:00 UTC,PF080492,5,2,47,99,24,50,37.4,77.6,1231,2014-05-10 00:00:00 UTC
2014,2014-03-24 00:00:00 UTC,BRILHANTE,5,2,47,106,22,50,37.4,77.6,1321,2014-05-10 00:00:00 UTC
2014,2014-03-24 00:00:00 UTC,BRS264,5,2,41,85,12,40,40.2,78.3,1691.733333,2014-05-04 00:00:00 UTC
2015,2015-03-27 00:00:00 UTC,BRS264,5,2,43,90,46,75,36.7,78.2,1089,2015-05-09 00:00:00 UTC
2015,2015-03-27 00:00:00 UTC,BRILHANTE,5,2,56,97,19,60,30.2,76.9,1096,2015-05-22 00:00:00 UTC
2015,2015-03-27 00:00:00 UTC,BRS 404,5,2,53,92,17,60,35.7,77.6,1088,2015-05-19 00:00:00 UTC
2016,2016-03-25 00:00:00 UTC,BRS264,5,2,41,90,31,35,42.77,80.9,2789,2016-05-05 00:00:00 UTC
2016,2016-03-25 00:00:00 UTC,BRS 404,5,2,51,93,18,25,40.36,80.4,2870,2016-05-15 00:00:00 UTC
2016,2016-03-25 00:00:00 UTC,BRILHANTE,5,2,52,96,14,30,38.72,80.3,2012,2016-05-16 00:00:00 UTC
2017,2017-03-27 00:00:00 UTC,BRS264,5,2,41,90,7,40,40.13,79.35,2354.65,2017-05-07 00:00:00 UTC
2017,2017-03-27 00:00:00 UTC,BRILHANTE,5,2,47,98,4,40,39.75,80.24,2136.54,2017-05-13 00:00:00 UTC
2017,2017-03-27 00:00:00 UTC,BRS 404,5,2,47,97,1,45,40.32,78.65,2654.8,2017-05-13 00:00:00 UTC
2018,2018-03-26 00:00:00 UTC,BRS264,5,2,37,76,14,60,41.23,77.6,2113,2018-05-02 00:00:00 UTC
2018,2018-03-26 00:00:00 UTC,BRILHANTE,5,2,46,82,12,65,37.16,77.9,1886,2018-05-11 00:00:00 UTC
2018,2018-03-26 00:00:00 UTC,BRS 404,5,2,43,80,2,65,42.32,81.3,2357,2018-05-08 00:00:00 UTC
2019,2019-03-22 00:00:00 UTC,BRS264,5,2,37,76,99,100,15.32,59.5,147.6,2019-04-28 00:00:00 UTC
2019,2019-03-22 00:00:00 UTC,SINTONIA,5,2,46,82,95,100,15.25,57.6,52.48,2019-05-07 00:00:00 UTC
2019,2019-03-22 00:00:00 UTC,BRS 404,5,2,43,80,83,80,23.35,64.2,299.38,2019-05-04 00:00:00 UTC
2013,2013-03-18 00:00:00 UTC,BRS264,5,3,40,89,42,60,20.5901,62.2,862,2013-04-27 00:00:00 UTC
2013,2013-03-18 00:00:00 UTC,BRILHANTE,5,3,47,94,25,55.2,28.566,76,1212,2013-05-04 00:00:00 UTC
2014,2014-03-24 00:00:00 UTC,PF080492,5,3,47,99,26,45,36.8,76.2,1135,2014-05-10 00:00:00 UTC
2014,2014-03-24 00:00:00 UTC,BRILHANTE,5,3,47,106,24,45,38.7,78.964,1189,2014-05-10 00:00:00 UTC
2014,2014-03-24 00:00:00 UTC,BRS264,5,3,41,85,15,45,39.8,78.3,1473.4,2014-05-04 00:00:00 UTC
2015,2015-03-27 00:00:00 UTC,BRS264,5,3,43,90,36,55,35.7,76.9,1178,2015-05-09 00:00:00 UTC
2015,2015-03-27 00:00:00 UTC,BRS 404,5,3,53,92,23,60,35.7,76.7,1253,2015-05-19 00:00:00 UTC
2015,2015-03-27 00:00:00 UTC,BRILHANTE,5,3,56,97,14,65,36.5,78.6,1274,2015-05-22 00:00:00 UTC
2016,2016-03-25 00:00:00 UTC,BRILHANTE,5,3,52,96,18,25,39.18,82.7,2187,2016-05-16 00:00:00 UTC
2016,2016-03-25 00:00:00 UTC,BRS264,5,3,41,90,15,50,38.35,78.6,2135,2016-05-05 00:00:00 UTC
2016,2016-03-25 00:00:00 UTC,BRS 404,5,3,51,93,10,55,41.58,82.3,3254,2016-05-15 00:00:00 UTC
2017,2017-03-27 00:00:00 UTC,BRILHANTE,5,3,47,98,8,25,38.66,78.65,1987,2017-05-13 00:00:00 UTC
2017,2017-03-27 00:00:00 UTC,BRS264,5,3,41,90,6,35,42.52,80.23,2456.35,2017-05-07 00:00:00 UTC
2017,2017-03-27 00:00:00 UTC,BRS 404,5,3,47,97,0,0,39.56,79.35,2334.28,2017-05-13 00:00:00 UTC
2018,2018-03-26 00:00:00 UTC,BRS264,5,3,37,76,10,65,39.56,78.1,2154,2018-05-02 00:00:00 UTC
2018,2018-03-26 00:00:00 UTC,BRS 404,5,3,43,80,9,50,41.38,83,2452,2018-05-08 00:00:00 UTC
2018,2018-03-26 00:00:00 UTC,BRILHANTE,5,3,46,82,5,45,40.33,78.4,1782,2018-05-11 00:00:00 UTC
2019,2019-03-22 00:00:00 UTC,SINTONIA,5,3,46,82,99,100,15.68,59.3,13.12,2019-05-07 00:00:00 UTC
2019,2019-03-22 00:00:00 UTC,BRS264,5,3,37,76,97,100,18.24,61.3,115.92,2019-04-28 00:00:00 UTC
2019,2019-03-22 00:00:00 UTC,BRS 404,5,3,43,80,88,90,24.36,64.5,321.52,2019-05-04 00:00:00 UTC
2013,2013-03-18 00:00:00 UTC,BRS264,5,4,40,89,43,65,20.6651,63.8,694,2013-04-27 00:00:00 UTC
2013,2013-03-18 00:00:00 UTC,BRILHANTE,5,4,47,94,17,50,30.5366,75,1313,2013-05-04 00:00:00 UTC
2014,2014-03-24 00:00:00 UTC,BRILHANTE,5,4,47,106,22,50,39.7,78.574,1715,2014-05-10 00:00:00 UTC
2014,2014-03-24 00:00:00 UTC,PF080492,5,4,47,99,19,40,37.5,77.4,1421,2014-05-10 00:00:00 UTC
2014,2014-03-24 00:00:00 UTC,BRS264,5,4,41,85,14,50,38,78.2,1017.066667,2014-05-04 00:00:00 UTC
2015,2015-03-27 00:00:00 UTC,BRS264,5,4,43,90,40,50,36.2,75.9,1359.7,2015-05-09 00:00:00 UTC
2015,2015-03-27 00:00:00 UTC,BRS 404,5,4,53,92,16,50,36.4,75.7,1067,2015-05-19 00:00:00 UTC
2015,2015-03-27 00:00:00 UTC,BRILHANTE,5,4,56,97,12,45,34.5,74.9,1028,2015-05-22 00:00:00 UTC
2016,2016-03-25 00:00:00 UTC,BRS264,5,4,41,90,23,40,40.89,79.5,2430,2016-05-05 00:00:00 UTC
2016,2016-03-25 00:00:00 UTC,BRILHANTE,5,4,52,96,12,40,38.69,80.2,2388,2016-05-16 00:00:00 UTC
2016,2016-03-25 00:00:00 UTC,BRS 404,5,4,51,93,8,25,52.68,81.68,3563,2016-05-15 00:00:00 UTC
2017,2017-03-27 00:00:00 UTC,BRS264,5,4,41,90,10,40,40.38,81.45,2334.85,2017-05-07 00:00:00 UTC
2017,2017-03-27 00:00:00 UTC,BRILHANTE,5,4,47,98,5,30,40.06,81.85,2236.99,2017-05-13 00:00:00 UTC
2017,2017-03-27 00:00:00 UTC,BRS 404,5,4,47,97,5,40,42.85,80.35,2554.35,2017-05-13 00:00:00 UTC
2018,2018-03-26 00:00:00 UTC,BRILHANTE,5,4,46,82,9,50,39.54,79.2,1690,2018-05-11 00:00:00 UTC
2018,2018-03-26 00:00:00 UTC,BRS264,5,4,37,76,8,50,40.25,78.9,2183,2018-05-02 00:00:00 UTC
2018,2018-03-26 00:00:00 UTC,BRS 404,5,4,43,80,7,55,40.52,80.4,2330,2018-05-08 00:00:00 UTC
2019,2019-03-22 00:00:00 UTC,SINTONIA,5,4,46,82,94,96,17.52,61.2,60.56,2019-05-07 00:00:00 UTC
2019,2019-03-22 00:00:00 UTC,BRS264,5,4,37,76,87,90,22.42,62.5,123.6,2019-04-28 00:00:00 UTC
2019,2019-03-22 00:00:00 UTC,BRS 404,5,4,43,80,84,80,22.16,65.2,308.35,2019-05-04 00:00:00 UTC
2013,2013-03-25 00:00:00 UTC,BRS264,6,1,43,92,28,50,19.655,60.8,699,2013-05-07 00:00:00 UTC
2013,2013-03-25 00:00:00 UTC,BRILHANTE,6,1,47,96,13,25,23.1269,69,594,2013-05-11 00:00:00 UTC
2014,2014-03-31 00:00:00 UTC,BRILHANTE,6,1,48,106,11,50,39.5,82.094,1825,2014-05-18 00:00:00 UTC
2014,2014-03-31 00:00:00 UTC,PF080492,6,1,48,99,10,50,41.3,81.724,2930.066667,2014-05-18 00:00:00 UTC
2014,2014-03-31 00:00:00 UTC,BRS264,6,1,43,85,9,45,40.2,78.2,2269.733333,2014-05-13 00:00:00 UTC
2015,2015-04-03 00:00:00 UTC,BRS264,6,1,41,90,18,65,36.8,78.3,1189,2015-05-14 00:00:00 UTC
2015,2015-04-03 00:00:00 UTC,BRS 404,6,1,53,98,9,65,38.3,80.2,1258,2015-05-26 00:00:00 UTC
2015,2015-04-03 00:00:00 UTC,BRILHANTE,6,1,57,102,5,65,36.8,78.3,1005,2015-05-30 00:00:00 UTC
2016,2016-04-01 00:00:00 UTC,BRS264,6,1,41,91,13,40,40.46,80.65,3654,2016-05-12 00:00:00 UTC
2016,2016-04-01 00:00:00 UTC,BRILHANTE,6,1,53,101,6,15,40.28,78.5,2897,2016-05-24 00:00:00 UTC
2016,2016-04-01 00:00:00 UTC,BRS 404,6,1,53,97,5,60,40.66,80.5,3875,2016-05-24 00:00:00 UTC
2017,2017-04-03 00:00:00 UTC,BRILHANTE,6,1,49,102,3,30,38.89,80.47,2346.87,2017-05-22 00:00:00 UTC
2017,2017-04-03 00:00:00 UTC,BRS264,6,1,43,93,2,50,40.26,79.68,2589.68,2017-05-16 00:00:00 UTC
2017,2017-04-03 00:00:00 UTC,BRS 404,6,1,48,100,0,0,40.38,80.64,2553.07,2017-05-21 00:00:00 UTC
2018,2018-04-02 00:00:00 UTC,BRS264,6,1,40,77,3,40,40.85,81.3,2356,2018-05-12 00:00:00 UTC
2018,2018-04-02 00:00:00 UTC,BRILHANTE,6,1,48,85,2,55,40.68,78.3,1886,2018-05-20 00:00:00 UTC
2018,2018-04-02 00:00:00 UTC,BRS 404,6,1,45,83,1,20,41.25,41.3,2354,2018-05-17 00:00:00 UTC
2019,2019-03-29 00:00:00 UTC,SINTONIA,6,1,48,85,96,100,16.23,60.7,58.88,2019-05-16 00:00:00 UTC
